payment_mode,student_id,payment_amount,discount_used,completion_status
NetBanking,STU110602,4075,No,Completed
Free,STU110603,0,No,Completed
NetBanking,STU110604,4342,No,Completed
UPI,STU110605,4141,No,Not Completed
Credit Card,STU110606,5470,No,Not Completed
Credit Card,STU110607,4111,No,Not Completed
NetBanking,STU110608,4654,Yes,Not Completed
NetBanking,STU110609,4877,No,Completed
UPI,STU110610,3901,No,Not Completed
Credit Card,STU110611,6342,No,Not Completed
Debit Card,STU110612,4232,No,Not Completed
Free,STU110613,0,No,Completed
UPI,STU110614,4499,No,Not Completed
Debit Card,STU110615,6740,No,Not Completed
Debit Card,STU110616,3520,No,Not Completed
UPI,STU110617,5257,No,Not Completed
UPI,STU110618,3616,No,Not Completed
UPI,STU110619,6633,No,Not Completed
UPI,STU110620,3831,No,Completed
UPI,STU110621,6569,No,Not Completed
Debit Card,STU110622,6153,No,Completed
Free,STU110623,0,No,Completed
UPI,STU110624,3503,No,Completed
Free,STU110625,0,No,Completed
UPI,STU110626,2977,Yes,Completed
Free,STU110627,0,No,Not Completed
Credit Card,STU110628,5234,No,Completed
Credit Card,STU110629,4035,No,Completed
UPI,STU110630,3888,No,Completed
UPI,STU110631,5327,No,Not Completed
NetBanking,STU110632,3468,No,Completed
Credit Card,STU110633,3558,No,Not Completed
Free,STU110634,0,Yes,Not Completed
Debit Card,STU110635,5544,No,Completed
UPI,STU110636,5992,No,Completed
Scholarship,STU110637,1220,Yes,Not Completed
Debit Card,STU110638,2880,Yes,Completed
Debit Card,STU110639,3013,No,Not Completed
Debit Card,STU110640,4745,No,Completed
Scholarship,STU110641,609,Yes,Completed
Debit Card,STU110642,4487,No,Not Completed
Free,STU110643,0,No,Completed
UPI,STU110644,5500,No,Not Completed
Debit Card,STU110645,4214,No,Completed
NetBanking,STU110646,5779,No,Not Completed
NetBanking,STU110647,5861,No,Not Completed
UPI,STU110648,4793,No,Completed
Scholarship,STU110649,350,No,Completed
Debit Card,STU110650,3378,No,Completed
Credit Card,STU110651,4626,No,Not Completed
UPI,STU110652,4560,No,Not Completed
NetBanking,STU110653,4366,No,Not Completed
Credit Card,STU110654,3076,Yes,Completed
UPI,STU110655,4066,No,Completed
Debit Card,STU110656,5044,Yes,Completed
Debit Card,STU110657,4572,No,Completed
UPI,STU110658,3427,No,Completed
Credit Card,STU110659,3341,Yes,Completed
Scholarship,STU110660,2250,Yes,Completed
Scholarship,STU110661,1511,No,Not Completed
UPI,STU110662,6501,No,Not Completed
Debit Card,STU110663,2936,No,Completed
Free,STU110664,0,No,Not Completed
UPI,STU110665,4378,No,Not Completed
Credit Card,STU110666,3567,Yes,Not Completed
UPI,STU110667,6974,No,Completed
NetBanking,STU110668,5201,No,Completed
Free,STU110669,0,Yes,Not Completed
Scholarship,STU110670,3151,No,Not Completed
UPI,STU110671,3441,No,Not Completed
Credit Card,STU110672,3225,No,Completed
UPI,STU110673,6835,No,Completed
Scholarship,STU110674,823,No,Not Completed
Free,STU110675,0,No,Completed
UPI,STU110676,3005,No,Not Completed
NetBanking,STU110677,3848,No,Not Completed
NetBanking,STU110678,2724,Yes,Not Completed
Debit Card,STU110679,3327,No,Completed
UPI,STU110680,4422,No,Completed
Free,STU110681,0,Yes,Not Completed
Credit Card,STU110682,3751,No,Not Completed
Free,STU110683,0,No,Not Completed
UPI,STU110684,3229,No,Not Completed
Debit Card,STU110685,5382,No,Completed
NetBanking,STU110686,4148,Yes,Not Completed
Credit Card,STU110687,4569,No,Not Completed
UPI,STU110688,4768,No,Completed
NetBanking,STU110689,5090,No,Completed
Debit Card,STU110690,3176,No,Not Completed
Credit Card,STU110691,4365,No,Not Completed
UPI,STU110692,3556,No,Completed
UPI,STU110693,4703,No,Not Completed
Scholarship,STU110694,1842,No,Not Completed
UPI,STU110695,3868,No,Completed
Debit Card,STU110696,2680,Yes,Not Completed
Free,STU110697,0,Yes,Completed
UPI,STU110698,3340,No,Completed
UPI,STU110699,4935,Yes,Not Completed
NetBanking,STU110700,5887,No,Completed
UPI,STU110701,6718,No,Not Completed
Scholarship,STU110702,779,No,Not Completed
NetBanking,STU110703,5639,Yes,Not Completed
UPI,STU110704,5652,No,Not Completed
UPI,STU110705,3519,No,Completed
Debit Card,STU110706,4094,No,Not Completed
NetBanking,STU110707,3439,No,Not Completed
Free,STU110708,0,No,Not Completed
UPI,STU110709,4883,No,Completed
UPI,STU110710,3467,No,Not Completed
Credit Card,STU110711,3628,Yes,Completed
UPI,STU110712,4722,No,Not Completed
Free,STU110713,0,No,Not Completed
Scholarship,STU110714,2805,No,Completed
UPI,STU110715,2680,Yes,Completed
UPI,STU110716,4335,No,Completed
Credit Card,STU110717,3116,No,Not Completed
UPI,STU110718,4004,Yes,Completed
UPI,STU110719,3214,No,Completed
UPI,STU110720,4956,No,Not Completed
Credit Card,STU110721,3341,No,Completed
Debit Card,STU110722,4490,No,Completed
UPI,STU110723,3342,No,Not Completed
Credit Card,STU110724,6134,No,Not Completed
UPI,STU110725,6437,No,Not Completed
NetBanking,STU110726,3456,No,Not Completed
UPI,STU110727,3038,No,Completed
Credit Card,STU110728,3160,No,Not Completed
Debit Card,STU110729,4153,No,Completed
UPI,STU110730,5280,No,Completed
Scholarship,STU110731,590,No,Not Completed
Debit Card,STU110732,3933,Yes,Completed
Debit Card,STU110733,3909,Yes,Completed
Credit Card,STU110734,3956,No,Completed
Credit Card,STU110735,4330,No,Completed
UPI,STU110736,4749,No,Completed
Free,STU110737,0,Yes,Not Completed
Free,STU110738,0,No,Not Completed
UPI,STU110739,6125,No,Completed
Credit Card,STU110740,5243,No,Completed
Free,STU110741,0,No,Not Completed
Debit Card,STU110742,3395,Yes,Completed
UPI,STU110743,4834,No,Completed
Debit Card,STU110744,4488,Yes,Completed
UPI,STU110745,4198,No,Completed
UPI,STU110746,3898,No,Completed
Credit Card,STU110747,3007,Yes,Not Completed
Credit Card,STU110748,4339,No,Not Completed
NetBanking,STU110749,5389,No,Completed
UPI,STU110750,5155,No,Not Completed
Scholarship,STU110751,2159,No,Completed
Free,STU110752,0,No,Not Completed
Free,STU110753,0,No,Completed
UPI,STU110754,4422,No,Not Completed
Scholarship,STU110755,1232,Yes,Not Completed
Free,STU110756,0,No,Completed
UPI,STU110757,5421,No,Not Completed
Scholarship,STU110758,1784,No,Completed
Free,STU110759,0,Yes,Completed
NetBanking,STU110760,6783,No,Completed
Debit Card,STU110761,3728,No,Not Completed
Scholarship,STU110762,1802,No,Not Completed
Free,STU110763,0,No,Not Completed
NetBanking,STU110764,3573,No,Not Completed
UPI,STU110765,3617,No,Completed
Debit Card,STU110766,4655,No,Completed
Credit Card,STU110767,3652,No,Not Completed
Credit Card,STU110768,3813,No,Not Completed
Debit Card,STU110769,6172,No,Completed
Credit Card,STU110770,4934,No,Completed
Scholarship,STU110771,697,No,Not Completed
Scholarship,STU110772,449,No,Completed
Debit Card,STU110773,5360,Yes,Not Completed
Free,STU110774,0,Yes,Not Completed
UPI,STU110775,3111,Yes,Not Completed
Free,STU110776,0,Yes,Completed
NetBanking,STU110777,3498,Yes,Completed
Debit Card,STU110778,4450,No,Completed
UPI,STU110779,5765,No,Not Completed
Credit Card,STU110780,3093,No,Completed
Debit Card,STU110781,4353,No,Not Completed
UPI,STU110782,4657,No,Completed
Free,STU110783,0,No,Not Completed
Debit Card,STU110784,4840,No,Completed
UPI,STU110785,5516,No,Completed
Credit Card,STU110786,4264,No,Completed
Free,STU110787,0,No,Not Completed
Debit Card,STU110788,3905,No,Not Completed
Scholarship,STU110789,422,No,Completed
UPI,STU110790,4746,No,Completed
Free,STU110791,0,No,Completed
Free,STU110792,0,No,Completed
Free,STU110793,0,No,Not Completed
UPI,STU110794,4635,No,Completed
UPI,STU110795,3515,No,Not Completed
UPI,STU110796,5118,No,Completed
Debit Card,STU110797,6228,No,Not Completed
UPI,STU110798,3026,No,Completed
UPI,STU110799,4944,No,Completed
Scholarship,STU110800,2559,No,Not Completed
Debit Card,STU110801,5318,No,Not Completed
Free,STU110802,0,No,Completed
Free,STU110803,0,No,Not Completed
Credit Card,STU110804,5168,Yes,Completed
UPI,STU110805,3232,No,Not Completed
Free,STU110806,0,Yes,Not Completed
Debit Card,STU110807,3766,Yes,Not Completed
UPI,STU110808,3377,No,Completed
UPI,STU110809,5341,No,Not Completed
UPI,STU110810,3418,Yes,Not Completed
Debit Card,STU110811,5687,No,Not Completed
Debit Card,STU110812,5856,No,Completed
Debit Card,STU110813,3340,No,Completed
Debit Card,STU110814,5047,No,Completed
UPI,STU110815,2835,Yes,Not Completed
Free,STU110816,0,Yes,Not Completed
UPI,STU110817,4351,No,Completed
Debit Card,STU110818,5214,No,Completed
UPI,STU110819,5967,No,Completed
Scholarship,STU110820,636,No,Completed
Debit Card,STU110821,4545,No,Not Completed
UPI,STU110822,4357,No,Completed
UPI,STU110823,4697,No,Completed
UPI,STU110824,5453,No,Completed
Debit Card,STU110825,4795,No,Completed
Free,STU110826,0,No,Completed
Credit Card,STU110827,3707,No,Not Completed
UPI,STU110828,4364,No,Not Completed
NetBanking,STU110829,3111,Yes,Not Completed
Credit Card,STU110830,5329,No,Completed
Free,STU110831,0,Yes,Not Completed
Free,STU110832,0,No,Not Completed
NetBanking,STU110833,5354,No,Completed
Free,STU110834,0,No,Completed
UPI,STU110835,3307,No,Not Completed
UPI,STU110836,3417,No,Completed
UPI,STU110837,5282,No,Completed
NetBanking,STU110838,4493,No,Completed
Debit Card,STU110839,5880,No,Not Completed
Debit Card,STU110840,3742,No,Completed
Scholarship,STU110841,402,Yes,Completed
Debit Card,STU110842,4276,No,Completed
Credit Card,STU110843,4528,No,Completed
Debit Card,STU110844,4210,No,Not Completed
NetBanking,STU110845,4682,No,Completed
UPI,STU110846,2949,Yes,Not Completed
UPI,STU110847,6050,No,Completed
Free,STU110848,0,Yes,Not Completed
NetBanking,STU110849,6760,No,Not Completed
Debit Card,STU110850,3246,No,Not Completed
Free,STU110851,0,No,Not Completed
Credit Card,STU110852,5288,No,Not Completed
Free,STU110853,0,No,Not Completed
Scholarship,STU110854,491,Yes,Not Completed
Credit Card,STU110855,5371,No,Completed
NetBanking,STU110856,3868,Yes,Not Completed
Free,STU110857,0,No,Completed
Credit Card,STU110858,5820,Yes,Completed
UPI,STU110859,3903,No,Completed
Credit Card,STU110860,4521,No,Completed
Free,STU110861,0,No,Completed
Free,STU110862,0,Yes,Completed
Credit Card,STU110863,4386,Yes,Not Completed
Credit Card,STU110864,6020,No,Not Completed
Free,STU110865,0,No,Completed
NetBanking,STU110866,4216,No,Completed
Credit Card,STU110867,4373,No,Not Completed
Free,STU110868,0,No,Completed
UPI,STU110869,4169,Yes,Not Completed
UPI,STU110870,6075,No,Not Completed
Credit Card,STU110871,3287,No,Not Completed
Free,STU110872,0,No,Completed
Credit Card,STU110873,3215,No,Completed
Free,STU110874,0,Yes,Not Completed
NetBanking,STU110875,4706,No,Completed
Credit Card,STU110876,3900,No,Completed
NetBanking,STU110877,3099,No,Completed
NetBanking,STU110878,4468,No,Not Completed
Scholarship,STU110879,906,No,Completed
Credit Card,STU110880,4949,Yes,Not Completed
UPI,STU110881,5195,No,Not Completed
Scholarship,STU110882,879,No,Completed
Free,STU110883,0,Yes,Not Completed
Debit Card,STU110884,6315,No,Not Completed
Free,STU110885,0,No,Not Completed
Credit Card,STU110886,3756,Yes,Not Completed
UPI,STU110887,5441,Yes,Not Completed
NetBanking,STU110888,3256,No,Completed
UPI,STU110889,3508,No,Completed
Free,STU110890,0,No,Not Completed
Debit Card,STU110891,2560,Yes,Completed
Credit Card,STU110892,6009,No,Completed
Credit Card,STU110893,3493,Yes,Completed
UPI,STU110894,3010,Yes,Completed
Free,STU110895,0,No,Not Completed
UPI,STU110896,2955,No,Completed
Scholarship,STU110897,582,No,Completed
Credit Card,STU110898,2938,No,Completed
Free,STU110899,0,No,Completed
Debit Card,STU110900,4847,No,Completed
Scholarship,STU110901,808,No,Completed
NetBanking,STU110902,7118,No,Completed
Credit Card,STU110903,3982,No,Not Completed
Scholarship,STU110904,738,No,Completed
Scholarship,STU110905,2583,No,Completed
Free,STU110906,0,Yes,Completed
UPI,STU110907,5270,Yes,Completed
Free,STU110908,0,No,Completed
Free,STU110909,0,No,Completed
Credit Card,STU110910,3365,Yes,Completed
NetBanking,STU110911,3398,No,Not Completed
Credit Card,STU110912,5358,No,Not Completed
UPI,STU110913,3511,Yes,Completed
Credit Card,STU110914,3836,No,Not Completed
Scholarship,STU110915,1601,No,Completed
Free,STU110916,0,No,Not Completed
UPI,STU110917,7132,No,Not Completed
UPI,STU110918,3638,Yes,Not Completed
Free,STU110919,0,No,Completed
UPI,STU110920,3232,No,Completed
UPI,STU110921,4647,No,Not Completed
UPI,STU110922,4124,No,Not Completed
Scholarship,STU110923,1618,No,Completed
NetBanking,STU110924,5822,No,Completed
Free,STU110925,0,No,Completed
Scholarship,STU110926,1748,No,Not Completed
Credit Card,STU110927,3509,No,Completed
NetBanking,STU110928,3953,No,Not Completed
Free,STU110929,0,No,Not Completed
NetBanking,STU110930,5170,No,Completed
NetBanking,STU110931,3079,No,Not Completed
UPI,STU110932,4593,No,Completed
Credit Card,STU110933,2787,Yes,Completed
Debit Card,STU110934,3159,No,Completed
NetBanking,STU110935,6833,No,Not Completed
Credit Card,STU110936,3372,Yes,Completed
NetBanking,STU110937,4114,No,Not Completed
Free,STU110938,0,No,Not Completed
Free,STU110939,0,No,Completed
Debit Card,STU110940,5178,No,Not Completed
NetBanking,STU110941,4486,Yes,Completed
UPI,STU110942,4272,No,Not Completed
Scholarship,STU110943,1582,Yes,Not Completed
UPI,STU110944,6906,No,Not Completed
Credit Card,STU110945,5420,No,Completed
UPI,STU110946,2654,Yes,Completed
UPI,STU110947,5963,No,Completed
Credit Card,STU110948,6169,No,Completed
Free,STU110949,0,No,Completed
Debit Card,STU110950,6214,No,Not Completed
Free,STU110951,0,No,Not Completed
Credit Card,STU110952,3274,No,Not Completed
Debit Card,STU110953,5552,No,Not Completed
Debit Card,STU110954,3794,No,Completed
UPI,STU110955,3900,No,Not Completed
NetBanking,STU110956,3809,No,Completed
Scholarship,STU110957,1842,No,Completed
Free,STU110958,0,No,Completed
NetBanking,STU110959,4367,No,Not Completed
UPI,STU110960,3622,No,Not Completed
Credit Card,STU110961,5974,Yes,Not Completed
Scholarship,STU110962,1796,No,Not Completed
Free,STU110963,0,No,Not Completed
Scholarship,STU110964,2446,Yes,Completed
UPI,STU110965,4193,No,Not Completed
Debit Card,STU110966,3072,No,Not Completed
Free,STU110967,0,No,Not Completed
UPI,STU110968,3859,Yes,Completed
UPI,STU110969,3312,Yes,Not Completed
UPI,STU110970,3989,No,Not Completed
UPI,STU110971,3652,Yes,Completed
Credit Card,STU110972,3902,No,Completed
UPI,STU110973,3386,No,Completed
Credit Card,STU110974,3523,No,Not Completed
UPI,STU110975,4620,No,Not Completed
Credit Card,STU110976,3681,No,Completed
Debit Card,STU110977,5878,No,Not Completed
UPI,STU110978,4025,No,Completed
Debit Card,STU110979,4142,No,Not Completed
Free,STU110980,0,No,Completed
Free,STU110981,0,No,Not Completed
Credit Card,STU110982,6461,No,Completed
UPI,STU110983,3260,Yes,Completed
UPI,STU110984,4389,No,Completed
UPI,STU110985,6705,No,Completed
Debit Card,STU110986,3320,No,Not Completed
Debit Card,STU110987,2489,Yes,Completed
Debit Card,STU110988,6047,No,Completed
Free,STU110989,0,No,Completed
Scholarship,STU110990,2074,No,Completed
Free,STU110991,0,No,Completed
Free,STU110992,0,No,Not Completed
Credit Card,STU110993,3514,No,Completed
NetBanking,STU110994,4573,No,Not Completed
Free,STU110995,0,Yes,Completed
Scholarship,STU110996,1234,Yes,Completed
Scholarship,STU110997,809,No,Not Completed
UPI,STU110998,3915,No,Not Completed
Debit Card,STU110999,2968,No,Completed
Free,STU111000,0,No,Not Completed
UPI,STU111001,6572,No,Completed
Credit Card,STU111002,3357,No,Completed
Scholarship,STU111003,2688,No,Not Completed
NetBanking,STU111004,4546,Yes,Not Completed
UPI,STU111005,2530,Yes,Completed
NetBanking,STU111006,2878,Yes,Not Completed
UPI,STU111007,3246,Yes,Completed
UPI,STU111008,4594,No,Completed
Scholarship,STU111009,501,No,Not Completed
Scholarship,STU111010,2309,Yes,Completed
UPI,STU111011,5328,No,Not Completed
UPI,STU111012,6328,No,Not Completed
Debit Card,STU111013,7022,No,Completed
Free,STU111014,0,No,Not Completed
Debit Card,STU111015,2851,Yes,Not Completed
Free,STU111016,0,No,Not Completed
Free,STU111017,0,No,Completed
UPI,STU111018,6076,No,Completed
Credit Card,STU111019,5340,No,Not Completed
Credit Card,STU111020,4976,No,Completed
Scholarship,STU111021,1370,No,Not Completed
Credit Card,STU111022,4515,No,Not Completed
Credit Card,STU111023,3472,Yes,Not Completed
UPI,STU111024,3818,No,Completed
UPI,STU111025,3384,No,Not Completed
Free,STU111026,0,No,Not Completed
Free,STU111027,0,No,Completed
Debit Card,STU111028,4329,No,Not Completed
UPI,STU111029,3679,Yes,Completed
Debit Card,STU111030,3752,No,Not Completed
UPI,STU111031,3864,No,Not Completed
UPI,STU111032,3704,Yes,Completed
NetBanking,STU111033,4500,No,Not Completed
UPI,STU111034,5300,Yes,Not Completed
Debit Card,STU111035,3924,No,Completed
Scholarship,STU111036,546,Yes,Not Completed
Debit Card,STU111037,4174,Yes,Completed
UPI,STU111038,4332,Yes,Completed
Credit Card,STU111039,3558,No,Not Completed
Free,STU111040,0,No,Not Completed
UPI,STU111041,3529,No,Completed
UPI,STU111042,5373,No,Completed
Debit Card,STU111043,6147,No,Not Completed
NetBanking,STU111044,4544,No,Completed
UPI,STU111045,7067,No,Completed
NetBanking,STU111046,5790,No,Not Completed
Debit Card,STU111047,3726,No,Completed
Debit Card,STU111048,4779,No,Completed
UPI,STU111049,6361,No,Not Completed
Scholarship,STU111050,637,No,Not Completed
Free,STU111051,0,No,Not Completed
NetBanking,STU111052,6650,No,Not Completed
NetBanking,STU111053,4533,No,Not Completed
Scholarship,STU111054,1300,No,Completed
UPI,STU111055,6460,No,Completed
Credit Card,STU111056,4102,No,Completed
Debit Card,STU111057,5461,No,Not Completed
UPI,STU111058,4332,No,Not Completed
Free,STU111059,0,No,Completed
UPI,STU111060,6226,No,Completed
UPI,STU111061,3775,No,Not Completed
Scholarship,STU111062,493,No,Completed
UPI,STU111063,6750,No,Not Completed
Scholarship,STU111064,3018,Yes,Not Completed
Debit Card,STU111065,5324,No,Completed
Free,STU111066,0,No,Completed
UPI,STU111067,4459,No,Completed
UPI,STU111068,6167,No,Completed
